typeid,type,valid,val,enum
32,Server Path,473,\\atlas\swcenterimages\ItemImages\DurangoCollection\DCPO\, 
32,Server Path,474,\\atlas\swcenterimages\ItemImages\DurangoCollection\DCRG\, 
32,Server Path,475,\\atlas\swcenterimages\ItemImages\DurangoCollection\DCSS\, 
32,Server Path,476,\\atlas\swcenterimages\ItemImages\SWT\, 
32,Server Path,478,\\atlas\swcenterimages\ItemImages\inv03\, 
32,Server Path,482,\\atlas\swcenterimages\CollectionTiffs\M001\, 
32,Server Path,483,\\atlas\swcenterimages\CollectionTiffs\C001\, 
32,Server Path,484,\\atlas\swcenterimages\CollectionTiffs\C003\, 
32,Server Path,485,\\atlas\swcenterimages\CollectionTiffs\C004\, 
32,Server Path,486,\\atlas\swcenterimages\CollectionTiffs\C007\, 
32,Server Path,487,\\atlas\swcenterimages\CollectionTiffs\D00201\, 
32,Server Path,488,\\atlas\swcenterimages\CollectionTiffs\D00202\, 
32,Server Path,489,\\atlas\swcenterimages\CollectionTiffs\D00203\, 
32,Server Path,490,\\atlas\swcenterimages\CollectionTiffs\D00204\, 
32,Server Path,491,\\atlas\swcenterimages\CollectionTiffs\D00205\, 
32,Server Path,492,\\atlas\swcenterimages\CollectionTiffs\D00206\, 
32,Server Path,493,\\atlas\swcenterimages\CollectionTiffs\D00207\, 
32,Server Path,494,\\atlas\swcenterimages\CollectionTiffs\M002\, 
32,Server Path,495,\\atlas\swcenterimages\CollectionTiffs\M008\, 
32,Server Path,496,\\atlas\swcenterimages\CollectionTiffs\M018\, 
32,Server Path,497,\\atlas\swcenterimages\CollectionTiffs\M019\, 
32,Server Path,498,\\atlas\swcenterimages\CollectionTiffs\M028\, 
32,Server Path,499,\\atlas\swcenterimages\CollectionTiffs\M032\, 
32,Server Path,500,\\atlas\swcenterimages\CollectionTiffs\M037\, 
32,Server Path,501,\\atlas\swcenterimages\CollectionTiffs\M061\, 
32,Server Path,502,\\atlas\swcenterimages\CollectionTiffs\M064\, 
32,Server Path,503,\\atlas\swcenterimages\CollectionTiffs\M073\, 
32,Server Path,504,\\atlas\swcenterimages\CollectionTiffs\M088\, 
32,Server Path,505,\\atlas\swcenterimages\CollectionTiffs\M093\, 
32,Server Path,506,\\atlas\swcenterimages\CollectionTiffs\M121\, 
32,Server Path,507,\\atlas\swcenterimages\CollectionTiffs\M124\, 
32,Server Path,508,\\atlas\swcenterimages\CollectionTiffs\M127\, 
32,Server Path,509,\\atlas\swcenterimages\CollectionTiffs\M139\, 
32,Server Path,510,\\atlas\swcenterimages\CollectionTiffs\M159\, 
32,Server Path,511,\\atlas\swcenterimages\CollectionTiffs\M175\, 
32,Server Path,512,\\atlas\swcenterimages\CollectionTiffs\M179\, 
32,Server Path,513,\\atlas\swcenterimages\CollectionTiffs\M191\, 
32,Server Path,514,\\atlas\swcenterimages\CollectionTiffs\P059\, 
32,Server Path,515,\\atlas\swcenterimages\CollectionTiffs\M197\, 
32,Server Path,516,\\atlas\swcenterimages\CollectionTiffs\M198\, 
32,Server Path,517,\\atlas\swcenterimages\CollectionTiffs\M203\, 
32,Server Path,518,\\atlas\swcenterimages\CollectionTiffs\M208\, 
32,Server Path,519,\\atlas\swcenterimages\CollectionTiffs\M209\, 
32,Server Path,520,\\atlas\swcenterimages\CollectionTiffs\M214\, 
32,Server Path,521,\\atlas\swcenterimages\CollectionTiffs\M221\, 
32,Server Path,522,\\atlas\swcenterimages\CollectionTiffs\P057\, 
32,Server Path,523,\\atlas\swcenterimages\CollectionTiffs\M227\, 
32,Server Path,524,\\atlas\swcenterimages\CollectionTiffs\P001\, 
32,Server Path,525,\\atlas\swcenterimages\CollectionTiffs\P003\, 
32,Server Path,526,\\atlas\swcenterimages\CollectionTiffs\P004\, 
32,Server Path,527,\\atlas\swcenterimages\CollectionTiffs\P008\, 
32,Server Path,528,\\atlas\swcenterimages\CollectionTiffs\P009\, 
32,Server Path,529,\\atlas\swcenterimages\CollectionTiffs\P010\, 
32,Server Path,530,\\atlas\swcenterimages\CollectionTiffs\P011\, 
32,Server Path,531,\\atlas\swcenterimages\CollectionTiffs\P015\, 
32,Server Path,532,\\atlas\swcenterimages\CollectionTiffs\P017\, 
32,Server Path,533,\\atlas\swcenterimages\CollectionTiffs\P018\, 
32,Server Path,534,\\atlas\swcenterimages\CollectionTiffs\P026\, 
32,Server Path,535,\\atlas\swcenterimages\CollectionTiffs\P034\, 
32,Server Path,536,\\atlas\swcenterimages\CollectionTiffs\P042\, 
32,Server Path,537,\\atlas\swcenterimages\CollectionTiffs\P048\, 
32,Server Path,538,\\atlas\swcenterimages\CollectionTiffs\P049\, 
32,Server Path,539,\\atlas\swcenterimages\CollectionTiffs\P051\, 
32,Server Path,540,\\atlas\swcenterimages\CollectionTiffs\P055\, 
32,Server Path,541,\\atlas\swcenterimages\CollectionTiffs\P056\, 
32,Server Path,542,\\atlas\swcenterimages\CollectionTiffs\M230\, 
32,Server Path,543,\\atlas\swcenterimages\ItemImages\L2000-2009\Zapotec_Loans\, 
32,Server Path,550,\\atlas\swcenterimages\CollectionTiffs\M211\, 
32,Server Path,551,\\atlas\swcenterimages\CollectionTiffs\M003\, 
32,Server Path,552,\\atlas\swcenterimages\CollectionTiffs\M233\, 
32,Server Path,553,\\atlas\swcenterimages\CollectionTiffs\M231\, 
32,Server Path,554,\\atlas\swcenterimages\CollectionTiffs\M232\, 
32,Server Path,558,\\atlas\swcenterimages\ExhibitsCSWS\070514_MTPueblo\, 
32,Server Path,560,\\atlas\swcenterimages\ItemDocs\2000-\Hensler\, 
32,Server Path,561,\\atlas\swcenterimages\ItemImages\2000-\Tsosie\, 
32,Server Path,562,\\atlas\swcenterimages\ItemImages\L2000-2009\Art_Quintana\, 
32,Server Path,563,\\atlas\swcenterimages\ItemDocs\L2000-\, 
32,Server Path,564,\\atlas\swcenterimages\ItemImages\L2000-2009\Old Spanish Trails\MW_Loans\, 
32,Server Path,565,\\atlas\swcenterimages\Contacts\, 
32,Server Path,567,\\atlas\swcenterimages\ItemImages\L2000-2009\Old Spanish Trails\Palace_Loans\, 
32,Server Path,568,\\atlas\swcenterimages\ItemDocs\L2000-\Old Spanish Trail\, 
32,Server Path,569,\\atlas\swcenterimages\ExhibitsCSWS\070601_OldSpanishTrail\Artifacts\, 
32,Server Path,570,\\atlas\swcenterimages\ItemDocs\L2000-\Old Spanish Trail\Condition Reports\, 
32,Server Path,571,\\atlas\swcenterimages\ExhibitsCSWS\070601_OldSpanishTrail\OSTexhibitplans\TextPanelLayout\, 
32,Server Path,572,\\atlas\swcenterimages\ItemImages\L2000-2009\Old Spanish Trails\Anthro\, 
32,Server Path,573,\\atlas\swcenterimages\ItemImages\Recent Donations photos\030203_JoanLeeDonation\, 
32,Server Path,574,\\atlas\swcenterimages\ItemImages\L2000-2009\Old Spanish Trails\SAR_Loans\, 
32,Server Path,576,\\atlas\swcenterimages\ItemDocs\2008\, 
32,Server Path,577,\\atlas\swcenterimages\ItemImages\2008-\, 
32,Server Path,578,\\atlas\swcenterimages\ItemDocs\L2000Nighthorse-\, 
32,Server Path,579,\\fortlewis.edu\shares\sw_center\DATABASES\PhilOnly\, 
32,Server Path,583,\\atlas\swcenterimages\ItemImages\GaryEllison\, 
32,Server Path,584,\\atlas\swcenterimages\ExhibitsCSWS\080525_OSTPalace\, 
32,Server Path,587,\\atlas\swcenterimages\ItemImages\L2000-2009\Desert Rock\, 
32,Server Path,588,\\atlas\swcenterimages\AccnLnDocsImages\2000-2007\A2005_11003\, 
32,Server Path,593,\\atlas\swcenterimages\ExhibitsCSWS\080622_TransitionsTextiles\Graphics\, 
32,Server Path,596,\\atlas\swcenterimages\AccnLnDocsImages\1980-1989\, 
32,Server Path,597,\\atlas\swcenterimages\ItemDocs\L2004Nighthorse\, 
32,Server Path,604,\\atlas\swcenterimages\ItemDocs\2008\McLainScans\, 
32,Server Path,606,\\atlas\swcenterimages\AccnLnDocsImages\2008\, 
32,Server Path,607,\\atlas\swcenterimages\ItemImages\L2000-2009\Bill Liske\, 
32,Server Path,610,\\atlas\swcenterimages\ItemDocs\2000-2007\McLain_Katherine\, 
32,Server Path,611,\\atlas\swcenterimages\ExhibitsCSWS\081004_PostcardsWishYouWereHere\Documents\, 
32,Server Path,612,\\atlas\swcenterimages\ItemImages\2000-\Heath\, 
32,Server Path,613,\\atlas\swcenterimages\ItemImages\L2000-2009\Jackson_Clark\, 
32,Server Path,631,\\atlas\swcenterimages\ExhibitsCSWS\081128_OSTAnasaziHeritageCenter\Graphics\, 
32,Server Path,632,\\atlas\swcenterimages\ExhibitsCSWS\081201_DurPublicLibCases\CasePlans\, 
32,Server Path,634,\\atlas\swcenterimages\ExhibitsCSWS\090208_Birgitta\Documents\, 
32,Server Path,635,\\atlas\swcenterimages\ExhibitsCSWS\090125_PhotoShow09\Documents\, 
32,Server Path,636,\\atlas\swcenterimages\ItemImages\L2008_L2009Birgitta\, 
32,Server Path,638,\\atlas\swcenterimages\ItemImages\2008-\2009.011_Gummersall\, 
32,Server Path,639,, 
32,Server Path,641,\\atlas\swcenterimages\ExhibitsCSWS\090815_Mountain Lions\MountainLionArtifacts\, 
32,Server Path,643,\\atlas\swcenterimages\ExhibitsCSWS\090917_CSUWearingBlankets\CSU_ItemImages\CSU_OneEachphoto\, 
32,Server Path,644,\\atlas\swcenterimages\ItemImages\L2000-2009\Hensler L2009-0135\, 
32,Server Path,645,\\atlas\swcenterimages\ItemImages\L2000-2009\Richard Baxstrom\, 
32,Server Path,646,\\atlas\swcenterimages\ItemImages\2010-\, 
32,Server Path,647,\\atlas\swcenterimages\ItemImages\2008-\, 
32,Server Path,648,\\atlas\swcenterimages\ItemImages\2008-\, 
32,Server Path,649,\\atlas\swcenterimages\ItemImages\2008-\, 
32,Server Path,651,\\atlas\swcenterimages\AccnLnDocsImages\2010\, 
32,Server Path,653,\\atlas\swcenterimages\ItemImages\2010-\, 
32,Server Path,654,\\atlas\swcenterimages\ItemImages\InvAndUnknown\, 
32,Server Path,655,\\atlas\swcenterimages\ItemImages\2010-\2010.065_Coolbaugh\ImagesFromDonor\, 
32,Server Path,656,\\atlas\swcenterimages\ItemImages\2010-\2010.065_Coolbaugh\, 
32,Server Path,658,\\atlas\swcenterimages\ExhibitsCSWS\090815_Mountain Lions\Travel_Exhibit\, 
32,Server Path,659,\\atlas\swcenterimages\ExhibitsCSWS\090815_Mountain Lions\Mt. Lion construction drawings\, 
32,Server Path,660,\\atlas\swcenterimages\ExhibitsCSWS\090815_Mountain Lions\110124_MountainLionTakedown\, 
32,Server Path,661,\\atlas\swcenterimages\ExhibitsCSWS\090815_Mountain Lions\Mt. Lion panels and text\, 
32,Server Path,662,\\atlas\swcenterimages\ExhibitsCSWS\090815_Mountain Lions\Mnt Lion PR_Julie's files\Mnt Lion Rack Card\Finalized Files\, 
32,Server Path,663,\\atlas\swcenterimages\ExhibitsCSWS\090815_Mountain Lions\Mnt Lion PR_Julie's files\Arts Perspective\, 
32,Server Path,664,\\atlas\swcenterimages\ExhibitsCSWS\090815_Mountain Lions\Mnt Lion PR_Julie's files\Durango Magazine 2010\, 
32,Server Path,665,\\atlas\swcenterimages\ExhibitsCSWS\090815_Mountain Lions\Mnt Lion PR_Julie's files\Street Banner\, 
32,Server Path,666,\\atlas\swcenterimages\ExhibitsCSWS\090815_Mountain Lions\Mnt Lion PR_Julie's files\VIP Event\, 
32,Server Path,667,\\atlas\swcenterimages\ExhibitsCSWS\110511_CutterMapExhibit\C003 copy\, 
32,Server Path,668,\\atlas\swcenterimages\ExhibitsCSWS\110511_CutterMapExhibit\, 
32,Server Path,675,\\atlas\swcenterimages\CollectionTiffs\C003\thumbnails\, 
32,Server Path,684,\\atlas\swcenterimages\ItemImages\2011\L2011PhotosSkywatchers\, 
32,Server Path,685,\\atlas\swcenterimages\ItemImages\2011\2011.013_Painting\, 
32,Server Path,706,\\atlas\swcenterimages\ExhibitsCSWS\090917_CSUWearingBlankets\CSU_ItemImages\OneEachCropped\, 
32,Server Path,707,\\atlas\swcenterimages\ExhibitsCSWS\090917_CSUWearingBlankets\090917_CsuWoven2Wear\090907_CSUPrepAndSetUp\, 
32,Server Path,709,\\atlas\swcenterimages\ItemImages\L2010-\L2011.0007\, 
32,Server Path,711,\\atlas\swcenterimages\ItemImages\2000-\2006.102\, 
32,Server Path,715,\\atlas\swcenterimages\ItemImages\2012\2012.048_Hensler\, 
32,Server Path,716,\\atlas\swcenterimages\ItemImages\Partridge\, 
32,Server Path,717,\\atlas\swcenterimages\CollectionTiffs\F021\Rio Grande Collection Binder Scans\, 
32,Server Path,719,\\atlas\swcenterimages\ItemImages\2011\2011.040_Art\, 
32,Server Path,720,\\atlas\swcenterimages\ItemImages\2011\2011.050_Ballantine\, 
32,Server Path,721,\\atlas\swcenterimages\ItemImages\2008-\2009.009\, 
32,Server Path,722,\\atlas\swcenterimages\ItemImages\2011\2011.021_OmearaDollHouse\, 
32,Server Path,729,\\atlas\swcenterimages\ItemImages\2014\2014.029_Nwebber\, 
32,Server Path,730,\\atlas\swcenterimages\ItemImages\2011\2011.022_Nwebber\, 
32,Server Path,731,\\atlas\swcenterimages\ItemImages\2015-\2015.001_Nwebber\, 
32,Server Path,733,\\atlas\swcenterimages\ItemImages\2011\2011.063_accession\, 
32,Server Path,734,\\atlas\swcenterimages\ItemImages\2011\2011.064_Hensler\, 
32,Server Path,735,\\atlas\swcenterimages\ItemImages\2014\2014.001_Nwebber\, 
32,Server Path,736,\\atlas\swcenterimages\ItemImages\2013\2013.051_Nwebber\, 
32,Server Path,737,\\atlas\swcenterimages\ItemImages\2011\L2011.0105_ThomasTowner\, 
32,Server Path,738,\\atlas\swcenterimages\ItemImages\2010-\2010.076_Goodhue\, 
32,Server Path,739,\\atlas\swcenterimages\ItemImages\2010-\L2010.0022_MacaelaGomez\, 
32,Server Path,740,\\atlas\swcenterimages\ItemImages\2013\2013.047_Hensler\, 
32,Server Path,741,\\atlas\swcenterimages\ItemImages\2005\2005.01006_Nwebber\, 
32,Server Path,742,\\atlas\swcenterimages\ItemImages\2004\2004.10002_Nwebber\, 
32,Server Path,743,\\atlas\swcenterimages\ItemImages\2010-\2010.056_Nwebber\, 
32,Server Path,744,\\atlas\swcenterimages\ItemImages\2006\2006.073_Nwebber\, 
32,Server Path,745,\\atlas\swcenterimages\ItemImages\2008-\2009.038_Nwebber\, 
32,Server Path,746,\\atlas\swcenterimages\ItemImages\2014\L2014.0037_accession\, 
32,Server Path,747,\\atlas\swcenterimages\ItemImages\2014\2014.086_JohnC.Irish\, 
32,Server Path,748,\\atlas\swcenterimages\ItemImages\2015-\2015.021_Hensler\, 
32,Server Path,749,\\atlas\swcenterimages\ItemImages\2012\2012.060_Hensler\, 
32,Server Path,751,\\atlas\swcenterimages\ItemImages\2014\2014.044_accession\, 
32,Server Path,752,\\atlas\swcenterimages\ItemImages\2014\2014.071_Mullin\, 
32,Server Path,755,\\atlas\swcenterimages\ItemImages\2015-\2015.004_JohnC.Irish\, 
32,Server Path,756,\\atlas\swcenterimages\ItemImages\2014\2014.041_Irish\, 
32,Server Path,758,\\atlas\swcenterimages\ItemImages\2014\2014.068_Irish\, 
32,Server Path,759,\\atlas\swcenterimages\ItemImages\1958-1969\1963.01001_Ewing\, 
32,Server Path,760,\\atlas\swcenterimages\ItemImages\1958-1969\1965.12011_Baughetee\, 
32,Server Path,761,\\atlas\swcenterimages\ItemImages\1958-1969\1965.19008_McPherson\, 
32,Server Path,762,\\atlas\swcenterimages\ItemImages\1958-1969\1968.04003_Lobato\, 
32,Server Path,763,\\atlas\swcenterimages\ItemImages\1970-1979\1970.02004_Lewis\, 
32,Server Path,764,\\atlas\swcenterimages\ItemImages\1970-1979\1971.02019_Green\, 
32,Server Path,765,\\atlas\swcenterimages\ItemImages\1990-1999\1990.03001_Lewis\, 
32,Server Path,766,\\atlas\swcenterimages\ItemImages\2004\2004.08006_Begay\, 
32,Server Path,767,\\atlas\swcenterimages\ItemImages\2005\2005.07013_Ballantine\, 
32,Server Path,768,\\atlas\swcenterimages\ItemImages\2005\2005.10007_Webber\, 
32,Server Path,769,\\atlas\swcenterimages\ItemImages\2005\2005.11009_Webber\, 
32,Server Path,770,\\atlas\swcenterimages\ItemImages\2009\L2009.0116_Campbell\, 
32,Server Path,771,\\atlas\swcenterimages\ItemImages\2006\2006.094_Purchase\, 
32,Server Path,772,\\atlas\swcenterimages\ItemImages\2007\, 
32,Server Path,773,\\atlas\swcenterimages\ItemImages\2008-\2008.002_Webber\, 
32,Server Path,774,\\atlas\swcenterimages\ItemImages\2001\2001.12004_Reed\, 
32,Server Path,775,\\atlas\swcenterimages\ItemImages\1958-1969\1962.02001_Daniels\, 
32,Server Path,776,\\atlas\swcenterimages\ItemImages\1958-1969\1965.19005_McPherson\, 
32,Server Path,777,\\atlas\swcenterimages\ItemImages\2009\2009.010_Soens\, 
32,Server Path,778,\\atlas\swcenterimages\ItemImages\2009\2009.008_Rueb\, 
32,Server Path,779,\\atlas\swcenterimages\ItemImages\2009\2009.009_Purchase\, 
32,Server Path,780,\\atlas\swcenterimages\ItemImages\2009\2009.015_Purchase\, 
32,Server Path,781,\\atlas\swcenterimages\ItemImages\2009\2009.033_Purchase\, 
32,Server Path,782,\\atlas\swcenterimages\ItemImages\2009\2009.064_Simmons\, 
32,Server Path,783,\\atlas\swcenterimages\ItemImages\1958-1969\1963.06033_Daniels\, 
32,Server Path,784,\\atlas\swcenterimages\ItemImages\1970-1979\1971.02025_Jicarilla\, 
32,Server Path,785,\\atlas\swcenterimages\ItemImages\1970-1979\1971.02027_Jicarilla\, 
32,Server Path,786,\\atlas\swcenterimages\ItemImages\1970-1979\1971.02075_Jicarilla\, 
32,Server Path,787,\\atlas\swcenterimages\ItemImages\1970-1979\1974.008_Jicarilla\, 
32,Server Path,788,\\atlas\swcenterimages\ItemImages\1990-1999\1999.10014_Keel\, 
32,Server Path,789,\\atlas\swcenterimages\ItemImages\Inv04_Jicarilla\, 
32,Server Path,790,\\atlas\swcenterimages\ItemImages\Inv\Inv06_Jicarilla\, 
32,Server Path,791,\\atlas\swcenterimages\ItemImages\1970-1979\1978.01048_Accession\, 
32,Server Path,792,\\atlas\swcenterimages\ItemImages\1980-1989\1988.11004_Accession\, 
32,Server Path,793,\\atlas\swcenterimages\ItemImages\2010-\2010.066_Aspaas\, 
32,Server Path,794,\\atlas\swcenterimages\ItemImages\2010-\2010.079_Ranehousen\, 
32,Server Path,795,\\atlas\swcenterimages\ItemImages\2011\2011.008_FortLewis\, 
32,Server Path,796,\\atlas\swcenterimages\ItemImages\2012\2012.023_Webber\, 
32,Server Path,797,\\atlas\swcenterimages\ItemImages\2011\2011.033_ExerciseScienceDepartment\, 
32,Server Path,798,\\atlas\swcenterimages\ItemImages\2012\2012.033_Hensler\, 
32,Server Path,799,\\atlas\swcenterimages\ItemImages\2012\2012.034_Webber\, 
32,Server Path,800,\\atlas\swcenterimages\ItemImages\2010-\2010.068_Art\, 
32,Server Path,801,\\atlas\swcenterimages\ItemImages\2010-\2010.086_Winter\, 
32,Server Path,802,\\atlas\swcenterimages\ItemImages\2012\2012.036_Purchase\, 
32,Server Path,803,\\atlas\swcenterimages\ItemImages\2012\2012.037_Purchase\, 
32,Server Path,804,\\atlas\swcenterimages\ItemImages\2012\2012.046_Ward\, 
32,Server Path,805,\\atlas\swcenterimages\ItemImages\2015-\2015.059_McDaniel\, 
32,Server Path,806,\\atlas\swcenterimages\ItemImages\2016\2016.007.Tupper\, 
32,Server Path,807,\\atlas\swcenterimages\ItemImages\2015-\2015.066_Tupper\, 
32,Server Path,808,\\atlas\swcenterimages\ItemImages\2014\2014.060_Tupper\, 
32,Server Path,810,\\atlas\swcenterimages\ItemImages\2014\L2014.0035_Tupper\, 
32,Server Path,811,\\atlas\swcenterimages\ItemImages\2015-\2015.060_Hensler\, 
32,Server Path,812,\\atlas\swcenterimages\ItemImages\2012\2012.063_Brako\, 
32,Server Path,813,\\atlas\swcenterimages\ItemImages\2012\2012.066_Zigler\, 
32,Server Path,814,\\atlas\swcenterimages\ItemImages\2012\2012.071_AcademicAffairsOffice\, 
32,Server Path,815,\\atlas\swcenterimages\ItemImages\2012\2012.079_Brako\, 
32,Server Path,816,\\atlas\swcenterimages\ItemImages\2012\2012.200_Winter\, 
32,Server Path,817,\\atlas\swcenterimages\ItemImages\2013\2013.002_Webber\, 
32,Server Path,818,\\atlas\swcenterimages\ItemImages\2013\2013.005_Hensler\, 
32,Server Path,819,\\atlas\swcenterimages\ItemImages\2013\2013.022_VectraBank\, 
32,Server Path,820,\\atlas\swcenterimages\ItemImages\2013\2013.032_Ryan\, 
32,Server Path,821,\\atlas\swcenterimages\ItemImages\2013\2013.039_Britz\, 
32,Server Path,822,\\atlas\swcenterimages\ItemImages\2013\2013.060_Puchase\, 
32,Server Path,823,\\atlas\swcenterimages\ItemImages\2014\2014.016_Purchase\, 
32,Server Path,824,\\atlas\swcenterimages\ItemImages\2013\2013.014_Hensler\, 
32,Server Path,825,\\atlas\swcenterimages\ItemImages\2013\2013.029_Webber\, 
32,Server Path,826,\\atlas\swcenterimages\ItemImages\2013\2013.051_Nwebber\, 
32,Server Path,827,\\atlas\swcenterimages\ItemImages\2014\2014.004_Hensler\, 
32,Server Path,828,\\atlas\swcenterimages\ItemImages\2014\2014.006_Forest\, 
32,Server Path,829,\\atlas\swcenterimages\ItemImages\2014\2014.011_Smith\, 
32,Server Path,830,\\atlas\swcenterimages\ItemImages\2014\2014.0002_ForestService\, 
32,Server Path,831,\\atlas\swcenterimages\ItemImages\2014\2014.017_Brako\, 
32,Server Path,832,\\atlas\swcenterimages\ItemImages\2014\2014.019_Hensler\, 
32,Server Path,833,\\atlas\swcenterimages\ItemImages\2014\2014.024_Purchase\, 
32,Server Path,834,\\atlas\swcenterimages\ItemImages\2014\2014.029_Webber\, 
32,Server Path,835,\\atlas\swcenterimages\ItemImages\2014\2014.039_LeagueOfWomenVoters\, 
32,Server Path,836,\\atlas\swcenterimages\ItemImages\2014\2014.042_Barr\, 
32,Server Path,839,\\atlas\swcenterimages\TupperPhotos\2014.060.001\, 
32,Server Path,840,\\atlas\swcenterimages\TupperPhotos\2014.060.009\, 
32,Server Path,841,\\atlas\swcenterimages\TupperPhotos\2014.060.137\, 
32,Server Path,842,\\atlas\swcenterimages\TupperPhotos\2014.060.144\, 
32,Server Path,843,\\atlas\swcenterimages\TupperPhotos\2014.060.420\, 
32,Server Path,844,\\atlas\swcenterimages\TupperPhotos\2014.060.433\, 
32,Server Path,845,\\atlas\swcenterimages\TupperPhotos\2014.060.445\, 
32,Server Path,846,\\atlas\swcenterimages\TupperPhotos\2014.060.449\, 
32,Server Path,847,\\atlas\swcenterimages\TupperPhotos\2014.060.458\, 
32,Server Path,848,\\atlas\swcenterimages\TupperPhotos\2014.060.524\, 
32,Server Path,849,\\atlas\swcenterimages\TupperPhotos\2014.060.529\, 
32,Server Path,850,\\atlas\swcenterimages\TupperPhotos\2014.060.542\, 
32,Server Path,851,\\atlas\swcenterimages\TupperPhotos\2014.060.650\, 
32,Server Path,852,\\atlas\swcenterimages\TupperPhotos\2014.060.652\, 
32,Server Path,853,\\atlas\swcenterimages\TupperPhotos\2015.066.111\, 
32,Server Path,854,\\atlas\swcenterimages\TupperPhotos\2015.066.378\, 
32,Server Path,855,\\atlas\swcenterimages\TupperPhotos\2015.066.459\, 
32,Server Path,856,\\atlas\swcenterimages\TupperPhotos\2015.066.513\, 
32,Server Path,857,\\atlas\swcenterimages\TupperPhotos\2015.066.607\, 
32,Server Path,858,\\atlas\swcenterimages\TupperPhotos\2015.066.608\, 
32,Server Path,859,\\atlas\swcenterimages\TupperPhotos\2015.066.609\, 
32,Server Path,860,\\atlas\swcenterimages\TupperPhotos\2015.066.611\, 
32,Server Path,861,\\atlas\swcenterimages\TupperPhotos\2015.066.811\, 
32,Server Path,862,\\atlas\swcenterimages\TupperPhotos\2016.007.029\, 
32,Server Path,863,\\atlas\swcenterimages\TupperPhotos\2016.007.034\, 
32,Server Path,864,\\atlas\swcenterimages\TupperPhotos\2016.007.053\, 
32,Server Path,865,\\atlas\swcenterimages\TupperPhotos\2016.007.106\, 
32,Server Path,866,\\atlas\swcenterimages\TupperPhotos\2016.007.174\, 
32,Server Path,867,\\atlas\swcenterimages\TupperPhotos\2016.007.248\, 
32,Server Path,868,\\atlas\swcenterimages\TupperPhotos\2016.007.331\, 
32,Server Path,869,\\atlas\swcenterimages\TupperPhotos\2016.007.352\, 
32,Server Path,870,\\atlas\swcenterimages\TupperPhotos\2016.007.353\, 
32,Server Path,871,\\atlas\swcenterimages\TupperPhotos\2016.007.425\, 
32,Server Path,872,\\atlas\swcenterimages\TupperPhotos\2016.007.444\, 
32,Server Path,873,\\atlas\swcenterimages\TupperPhotos\2016.007.469\, 
32,Server Path,874,\\atlas\swcenterimages\TupperPhotos\2016.007.500\, 
32,Server Path,875,\\atlas\swcenterimages\TupperPhotos\2016.007.653\, 
32,Server Path,876,\\atlas\swcenterimages\TupperPhotos\2017.006.000\, 
32,Server Path,877,\\atlas\swcenterimages\TupperPhotos\2017.006.021\, 
32,Server Path,878,\\atlas\swcenterimages\TupperPhotos\2017.006.068\, 
32,Server Path,879,\\atlas\swcenterimages\TupperPhotos\2017.006.069\, 
32,Server Path,880,\\atlas\swcenterimages\TupperPhotos\2017.006.143\, 
32,Server Path,881,\\atlas\swcenterimages\TupperPhotos\2017.006.149\, 
32,Server Path,882,\\atlas\swcenterimages\TupperPhotos\2017.006.241\, 
32,Server Path,883,\\atlas\swcenterimages\TupperPhotos\2017.006.253\, 
32,Server Path,884,\\atlas\swcenterimages\TupperPhotos\2017.006.275\, 
32,Server Path,885,\\atlas\swcenterimages\TupperPhotos\2017.006.280\, 
32,Server Path,886,\\atlas\swcenterimages\TupperPhotos\2017.006.288\, 
32,Server Path,887,\\atlas\swcenterimages\TupperPhotos\2017.006.365\, 
32,Server Path,888,\\atlas\swcenterimages\TupperPhotos\2017.006.376\, 
32,Server Path,889,\\atlas\swcenterimages\TupperPhotos\2017.006.447\, 
32,Server Path,890,\\atlas\swcenterimages\TupperPhotos\2017.006.476\, 
32,Server Path,891,\\atlas\swcenterimages\TupperPhotos\2017.006.548\, 
32,Server Path,892,\\atlas\swcenterimages\TupperPhotos\L2014.0035.000A\, 
32,Server Path,893,\\atlas\swcenterimages\TupperPhotos\L2014.0035.000B\, 
32,Server Path,894,\\atlas\swcenterimages\TupperPhotos\L2014.0035.011\, 
32,Server Path,895,\\atlas\swcenterimages\TupperPhotos\L2014.0035.022\, 
32,Server Path,896,\\atlas\swcenterimages\TupperPhotos\L2014.0035.047\, 
32,Server Path,897,\\atlas\swcenterimages\TupperPhotos\L2014.0035.055\, 
32,Server Path,898,\\atlas\swcenterimages\TupperPhotos\L2014.0035.070\, 
32,Server Path,899,\\atlas\swcenterimages\TupperPhotos\L2014.0035.085\, 
32,Server Path,900,\\atlas\swcenterimages\TupperPhotos\L2014.0035.090\, 
32,Server Path,901,\\atlas\swcenterimages\TupperPhotos\L2014.0035.125\, 
32,Server Path,902,\\atlas\swcenterimages\TupperPhotos\L2014.0035.151\, 
32,Server Path,903,\\atlas\swcenterimages\TupperPhotos\L2014.0035.160\, 
32,Server Path,904,\\atlas\swcenterimages\TupperPhotos\L2014.0035.171\, 
32,Server Path,905,\\atlas\swcenterimages\TupperPhotos\L2014.0035.189\, 
32,Server Path,906,\\atlas\swcenterimages\TupperPhotos\L2014.0035.192\, 
32,Server Path,907,\\atlas\swcenterimages\TupperPhotos\L2014.0035.199\, 
32,Server Path,908,\\atlas\swcenterimages\TupperPhotos\L2014.0035.207\, 
